"large_gov";"small_gov";"region_lat";"region_long"
"경기";"포천시";"37.895058910755125";"127.2003657268087"
"경기";"동두천시";"37.90346883290519";"127.06050877744237"
"경기";"과천시";"37.42931607706752";"126.98765158446946"
"경기";"여주시";"37.29822067251056";"127.6366019530181"
"경기";"양평군";"37.491840221059576";"127.48742756913022"
"경기";"가평군";"37.831407408986436";"127.50951202496113"
"경기";"연천군";"38.09656115915558";"127.0750565979777"
"강원";"춘천시";"37.8814117693295";"127.73009765564355"
"강원";"원주시";"37.34216669598104";"127.91975145563264"
"강원";"강릉시";"37.75208363263498";"128.8759378406129"
"강원";"동해시";"37.524870649500336";"129.11429169796608"
"강원";"태백시";"37.16420277823942";"128.9855542691234"
"강원";"속초시";"38.207126876324544";"128.59190531332072"
"강원";"삼척시";"37.450023622651365";"129.16543143316284"
"강원";"홍천군";"37.69719677529224";"127.88883222680454"
"강원";"횡성군";"37.491924009778536";"127.98507878447099"
"강원";"영월군";"37.1838031996939";"128.4618583556292"
"강원";"평창군";"37.370797569993705";"128.39032982139616"
"강원";"정선군";"37.38067615725";"128.66086739796307"
"강원";"철원군";"38.146818317095814";"127.31331738263788"
"강원";"화천군";"38.10641141215134";"127.7081522556484"
"강원";"양구군";"38.110133789180516";"127.99009902681328"
"강원";"인제군";"38.069655245153115";"128.170329440945"
"강원";"고성군";"38.380713683318284";"128.46781676914836"
"강원";"양양군";"38.07549342850895";"128.6190849826366"
"충남";"천안시";"36.815309053318";"127.11391535562203"
"충남";"공주시";"36.446676583913415";"127.11902886910906"
"충남";"보령시";"36.333437651914686";"126.61277568444764"
"충남";"아산시";"36.78998432886481";"127.0026362132919"
"충남";"서산시";"36.78494416912295";"126.45033072678626"
"충남";"논산시";"36.18726288998989";"127.09890102677448"
"충남";"계룡시";"36.27433297433396";"127.24879481143529"
"충남";"당진시";"36.89004943046793";"126.6458311844587"
"충남";"금산군";"36.108953629434644";"127.48809946910227"
"충남";"부여군";"36.27587366844758";"126.9097997267761"
"충남";"서천군";"36.080508428155014";"126.69181575560746"
"충남";"청양군";"36.45921275103533";"126.80229913629638"
"충남";"홍성군";"36.60139692460222";"126.66086404027709"
"충남";"예산군";"36.680996948026284";"126.84492216911376"
"충남";"태안군";"36.74568974706042";"126.29804736911493"
"충북";"청주시";"36.641947774151085";"127.48879866040876"
"충북";"충주시";"36.990979949359634";"127.92580437494402"
"충북";"제천시";"37.13270182830636";"128.19095852679337"
"충북";"보은군";"36.48953328996403";"127.7294508114397"
"충북";"옥천군";"36.306398683335466";"127.57129156794939"
"충북";"영동군";"36.17501481957917";"127.78343049793898"
"충북";"증평군";"36.785376120430115";"127.58148859795115"
"충북";"진천군";"36.85473665814587";"127.4357787267877"
"충북";"괴산군";"36.815403893478205";"127.78668385562197"
"충북";"음성군";"36.94032930662157";"127.69052295562446"
"충북";"단양군";"36.984761621738784";"128.36546309795506"
"전남";"목포시";"34.81192597617108";"126.39221942674806"
"전남";"여수시";"34.76058836430802";"127.66227406907664"
"전남";"순천시";"34.950736554870076";"127.48730626631738"
"전남";"나주시";"35.01590706944742";"126.71086592154172"
"전남";"광양시";"34.940731483697135";"127.69601415234345"
"전남";"담양군";"35.321354088815184";"126.98826152675755"
"전남";"곡성군";"35.28207284153418";"127.29205879589281"
"전남";"구례군";"35.202631481360434";"127.46278852675522"
"전남";"고흥군";"34.60486951906879";"127.27631116907362"
"전남";"보성군";"34.771470035032955";"127.08010287460873"
"전남";"화순군";"35.06459706775497";"126.98661411141191"
"전남";"장흥군";"34.68165591608098";"126.90706926907511"
"전남";"강진군";"34.64215570224281";"126.76728849790962"
"전남";"해남군";"34.56838280270951";"126.61993680574948"
"전남";"영암군";"34.80016837374065";"126.69680775269616"
"전남";"무안군";"34.99049069694738";"126.48168516908085"
"전남";"함평군";"35.06601735783162";"126.51668006908241"
"전남";"영광군";"35.277321118967976";"126.51206654025114"
"전남";"장성군";"35.30204292420545";"126.7848647267572"
"전남";"완도군";"34.31106619963804";"126.75511831324422"
"전남";"진도군";"34.4868052936538";"126.26352708288036"
"전남";"신안군";"34.83345797648018";"126.35135724024276"
"전북";"전주시";"35.82431496774869";"127.14801122676735"
"전북";"익산시";"35.94827070744084";"126.95771367630452"
"전북";"군산시";"36.019546798009856";"126.76513931462969"
"전북";"정읍시";"35.570051098898944";"126.85604652676233"
"전북";"남원시";"35.416479690534686";"127.39042615559471"
"전북";"김제시";"35.80363969946954";"126.88050484026132"
"전북";"완주군";"35.904816421813095";"127.16215845560399"
"전북";"고창군";"35.43592784395221";"126.70210899792464"
"전북";"부안군";"35.731947627805546";"126.73347616909501"
"전북";"임실군";"35.61791736201751";"127.28913638443366"
"전북";"순창군";"35.374539306082866";"127.13747974025301"
"전북";"진안군";"35.79195813072018";"127.42456814026102"
"전북";"무주군";"36.00694048686896";"127.660818726771"
"전북";"장수군";"35.64741762017385";"127.52123032676393"
"경남";"창원시";"35.22815329597511";"128.6818142979207"
"경남";"김해시";"35.228746512499804";"128.88937164233994"
"경남";"양산시";"35.335090462192426";"129.03705312135824"
"경남";"진주시";"35.18041140991406";"128.10876905559005"
"경남";"거제시";"34.88059029261514";"128.62120206907883"
"경남";"통영시";"34.85444472426416";"128.43324790874112"
"경남";"사천시";"35.003751750012";"128.06424814024595"
"경남";"밀양시";"35.503885452984164";"128.7466077979259"
"경남";"함안군";"35.27256337208314";"128.40653499792143"
"경남";"거창군";"35.6867658218117";"127.9095167979295"
"경남";"창녕군";"35.54470626573174";"128.49237091326742"
"경남";"고성군";"34.973113751993665";"128.32225602675084"
"경남";"하동군";"35.06733361877607";"127.75129005558787"
"경남";"합천군";"35.56673161633926";"128.16589538357735"
"경남";"남해군";"34.83777213146048";"127.89260466780213"
"경남";"함양군";"35.52059757388155";"127.72519735559659"
"경남";"산청군";"35.415627960763054";"127.87345521141863"
"경남";"의령군";"35.322303779661674";"128.2617419979224"
"경북";"포항시";"36.01928571243776";"129.3432768402655"
"경북";"경주시";"35.85619818350339";"129.22479909901466"
"경북";"김천시";"36.1399016376469";"128.11363936910305"
"경북";"안동시";"36.56856884899968";"128.7295325402764"
"경북";"구미시";"36.1197193129177";"128.34427354026735"
"경북";"영주시";"36.80582083399656";"128.62389562494027"
"경북";"영천시";"35.97331590775458";"128.93854711493063"
"경북";"상주시";"36.41106135787771";"128.15900244027304"
"경북";"문경시";"36.5869033276336";"128.18713381328794"
"경북";"경산시";"35.82513427037893";"128.741532669097"
"경북";"군위군";"36.24301416296625";"128.5729584556107"
"경북";"의성군";"36.35279978824852";"128.69708859794252"
"경북";"청송군";"36.43636303230789";"129.05710145561454"
"경북";"영양군";"36.66674183842472";"129.1123903691134"
"경북";"영덕군";"36.41514695288137";"129.36608534027332"
"경북";"청도군";"35.647444883212415";"128.73437226909346"
"경북";"고령군";"35.72621105898493";"128.26296352676528"
"경북";"성주군";"35.919403866918564";"128.28322044026362"
"경북";"칠곡군";"35.99559616343099";"128.40170561142983"
"경북";"예천군";"36.64682740916305";"128.43740561144273"
"경북";"봉화군";"36.89318786495546";"128.73253731144754"
"경북";"울진군";"36.99316084117078";"129.40058609795526"
"경북";"울릉군";"37.4845200286183";"130.90586866913"
"제주";"제주시";"33.49965325098258";"126.53125181210822"
"제주";"서귀포시";"33.2452876297548";"126.56587259810225"
